total,121G,,,,,,,
-rwxr-xr-x,1,globewalldesk,globewalldesk,450M,Mar,30,2024,28876.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,343M,Mar,31,2024,44801.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,339M,Mar,29,2024,3350.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,334M,Mar,30,2024,29381.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,295M,Mar,31,2024,44430.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,258M,Mar,30,2024,33900.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,252M,Mar,31,2024,45555.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,227M,Mar,31,2024,44429.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,195M,Mar,30,2024,30580.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,192M,Mar,31,2024,44799.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,179M,Apr,1,2024,67289.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,179M,Apr,1,2024,67666.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,174M,Apr,1,2024,67262.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,170M,Mar,31,2024,45065.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,168M,Mar,31,2024,50700.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,162M,Apr,1,2024,59801.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,160M,Mar,30,2024,28879.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,153M,Mar,31,2024,45382.zwi
-rw-rw-r--,1,globewalldesk,globewalldesk,149M,Oct,16,16:17,74362.zwi
-rwxr-xr-x,1,globewalldesk,globewalldesk,148M,Mar,31,2024,44860.zwi
